Assembly Accession	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCF_003704035.1	Primary Assembly	Un			RCWR01152669.1	Chromosome		NW_024595319.1	unplaced-scaffold	1701			scaffold05856
GCF_003704035.1	Primary Assembly	Un			RCWR01152670.1	Chromosome		NW_024595320.1	unplaced-scaffold	1635			scaffold05857
GCF_003704035.1	Primary Assembly	Un			RCWR01152671.1	Chromosome		NW_024595321.1	unplaced-scaffold	1755			scaffold05858
GCF_003704035.1	Primary Assembly	Un			RCWR01152672.1	Chromosome		NW_024595322.1	unplaced-scaffold	1755			scaffold05859
GCF_003704035.1	Primary Assembly	Un			RCWR01152673.1	Chromosome		NW_024595323.1	unplaced-scaffold	1755			scaffold05860
GCF_003704035.1	Primary Assembly	Un			RCWR01152674.1	Chromosome		NW_024595324.1	unplaced-scaffold	1754			scaffold05861
GCF_003704035.1	Primary Assembly	Un			RCWR01152675.1	Chromosome		NW_024595325.1	unplaced-scaffold	1693			scaffold05862
GCF_003704035.1	Primary Assembly	Un			RCWR01152676.1	Chromosome		NW_024595326.1	unplaced-scaffold	1753			scaffold05863
GCF_003704035.1	Primary Assembly	Un			RCWR01152677.1	Chromosome		NW_024595327.1	unplaced-scaffold	1753			scaffold05864
GCF_003704035.1	Primary Assembly	Un			RCWR01152678.1	Chromosome		NW_024595328.1	unplaced-scaffold	1749			scaffold05865
GCF_003704035.1	Primary Assembly	Un			RCWR01152679.1	Chromosome		NW_024595329.1	unplaced-scaffold	1752			scaffold05866
GCF_003704035.1	Primary Assembly	Un			RCWR01152680.1	Chromosome		NW_024595330.1	unplaced-scaffold	1742			scaffold05867
GCF_003704035.1	Primary Assembly	Un			RCWR01152681.1	Chromosome		NW_024595331.1	unplaced-scaffold	1750			scaffold05868
GCF_003704035.1	Primary Assembly	Un			RCWR01152682.1	Chromosome		NW_024595332.1	unplaced-scaffold	1689			scaffold05869
GCF_003704035.1	Primary Assembly	Un			RCWR01152683.1	Chromosome		NW_024595333.1	unplaced-scaffold	1749			scaffold05870
GCF_003704035.1	Primary Assembly	Un			RCWR01152684.1	Chromosome		NW_024595334.1	unplaced-scaffold	1694			scaffold05871
GCF_003704035.1	Primary Assembly	Un			RCWR01152685.1	Chromosome		NW_024595335.1	unplaced-scaffold	1651			scaffold05872
GCF_003704035.1	Primary Assembly	Un			RCWR01152686.1	Chromosome		NW_024595336.1	unplaced-scaffold	1743			scaffold05873
GCF_003704035.1	Primary Assembly	Un			RCWR01152687.1	Chromosome		NW_024595337.1	unplaced-scaffold	1744			scaffold05874
GCF_003704035.1	Primary Assembly	Un			RCWR01152688.1	Chromosome		NW_024595338.1	unplaced-scaffold	1744			scaffold05875
GCF_003704035.1	Primary Assembly	Un			RCWR01152689.1	Chromosome		NW_024595339.1	unplaced-scaffold	1709			scaffold05876
GCF_003704035.1	Primary Assembly	Un			RCWR01152690.1	Chromosome		NW_024595340.1	unplaced-scaffold	1743			scaffold05877
GCF_003704035.1	Primary Assembly	Un			RCWR01152691.1	Chromosome		NW_024595341.1	unplaced-scaffold	1742			scaffold05878
GCF_003704035.1	Primary Assembly	Un			RCWR01152692.1	Chromosome		NW_024595342.1	unplaced-scaffold	1686			scaffold05879
GCF_003704035.1	Primary Assembly	Un			RCWR01152693.1	Chromosome		NW_024595343.1	unplaced-scaffold	1742			scaffold05880
GCF_003704035.1	Primary Assembly	Un			RCWR01152694.1	Chromosome		NW_024595344.1	unplaced-scaffold	1741			scaffold05881
GCF_003704035.1	Primary Assembly	Un			RCWR01152695.1	Chromosome		NW_024595345.1	unplaced-scaffold	1696			scaffold05882
GCF_003704035.1	Primary Assembly	Un			RCWR01152696.1	Chromosome		NW_024595346.1	unplaced-scaffold	1680			scaffold05883
GCF_003704035.1	Primary Assembly	Un			RCWR01152698.1	Chromosome		NW_024595347.1	unplaced-scaffold	1738			scaffold05885
GCF_003704035.1	Primary Assembly	Un			RCWR01152699.1	Chromosome		NW_024595348.1	unplaced-scaffold	1719			scaffold05886
GCF_003704035.1	Primary Assembly	Un			RCWR01152700.1	Chromosome		NW_024595349.1	unplaced-scaffold	1698			scaffold05887
GCF_003704035.1	Primary Assembly	Un			RCWR01152701.1	Chromosome		NW_024595350.1	unplaced-scaffold	1737			scaffold05888
GCF_003704035.1	Primary Assembly	Un			RCWR01152702.1	Chromosome		NW_024595351.1	unplaced-scaffold	1737			scaffold05889
GCF_003704035.1	Primary Assembly	Un			RCWR01152703.1	Chromosome		NW_024595352.1	unplaced-scaffold	1667			scaffold05890
GCF_003704035.1	Primary Assembly	Un			RCWR01152704.1	Chromosome		NW_024595353.1	unplaced-scaffold	1659			scaffold05891
GCF_003704035.1	Primary Assembly	Un			RCWR01152705.1	Chromosome		NW_024595354.1	unplaced-scaffold	1736			scaffold05892
GCF_003704035.1	Primary Assembly	Un			RCWR01152706.1	Chromosome		NW_024595355.1	unplaced-scaffold	1737			scaffold05893
GCF_003704035.1	Primary Assembly	Un			RCWR01152707.1	Chromosome		NW_024595356.1	unplaced-scaffold	1735			scaffold05894
GCF_003704035.1	Primary Assembly	Un			RCWR01152708.1	Chromosome		NW_024595357.1	unplaced-scaffold	1680			scaffold05895
GCF_003704035.1	Primary Assembly	Un			RCWR01152709.1	Chromosome		NW_024595358.1	unplaced-scaffold	1735			scaffold05896
GCF_003704035.1	Primary Assembly	Un			RCWR01152710.1	Chromosome		NW_024595359.1	unplaced-scaffold	1734			scaffold05897
GCF_003704035.1	Primary Assembly	Un			RCWR01152711.1	Chromosome		NW_024595360.1	unplaced-scaffold	1732			scaffold05898
GCF_003704035.1	Primary Assembly	Un			RCWR01152712.1	Chromosome		NW_024595361.1	unplaced-scaffold	1730			scaffold05899
GCF_003704035.1	Primary Assembly	Un			RCWR01152713.1	Chromosome		NW_024595362.1	unplaced-scaffold	1732			scaffold05900
GCF_003704035.1	Primary Assembly	Un			RCWR01152714.1	Chromosome		NW_024595363.1	unplaced-scaffold	1720			scaffold05901
GCF_003704035.1	Primary Assembly	Un			RCWR01152715.1	Chromosome		NW_024595364.1	unplaced-scaffold	1732			scaffold05902
GCF_003704035.1	Primary Assembly	Un			RCWR01152716.1	Chromosome		NW_024595365.1	unplaced-scaffold	1731			scaffold05903
GCF_003704035.1	Primary Assembly	Un			RCWR01152717.1	Chromosome		NW_024595366.1	unplaced-scaffold	1731			scaffold05904
GCF_003704035.1	Primary Assembly	Un			RCWR01152718.1	Chromosome		NW_024595367.1	unplaced-scaffold	1731			scaffold05905
GCF_003704035.1	Primary Assembly	Un			RCWR01152719.1	Chromosome		NW_024595368.1	unplaced-scaffold	1680			scaffold05906
GCF_003704035.1	Primary Assembly	Un			RCWR01152720.1	Chromosome		NW_024595369.1	unplaced-scaffold	1597			scaffold05907
GCF_003704035.1	Primary Assembly	Un			RCWR01152721.1	Chromosome		NW_024595370.1	unplaced-scaffold	1730			scaffold05908
GCF_003704035.1	Primary Assembly	Un			RCWR01152722.1	Chromosome		NW_024595371.1	unplaced-scaffold	1731			scaffold05909
GCF_003704035.1	Primary Assembly	Un			RCWR01152723.1	Chromosome		NW_024595372.1	unplaced-scaffold	1729			scaffold05910
GCF_003704035.1	Primary Assembly	Un			RCWR01152724.1	Chromosome		NW_024595373.1	unplaced-scaffold	1670			scaffold05911
GCF_003704035.1	Primary Assembly	Un			RCWR01152725.1	Chromosome		NW_024595374.1	unplaced-scaffold	1687			scaffold05912
GCF_003704035.1	Primary Assembly	Un			RCWR01152726.1	Chromosome		NW_024595375.1	unplaced-scaffold	1889			scaffold05913
GCF_003704035.1	Primary Assembly	Un			RCWR01152727.1	Chromosome		NW_024595376.1	unplaced-scaffold	1724			scaffold05914
GCF_003704035.1	Primary Assembly	Un			RCWR01152728.1	Chromosome		NW_024595377.1	unplaced-scaffold	1672			scaffold05915
GCF_003704035.1	Primary Assembly	Un			RCWR01152729.1	Chromosome		NW_024595378.1	unplaced-scaffold	1688			scaffold05916
GCF_003704035.1	Primary Assembly	Un			RCWR01152730.1	Chromosome		NW_024595379.1	unplaced-scaffold	1724			scaffold05917
GCF_003704035.1	Primary Assembly	Un			RCWR01152731.1	Chromosome		NW_024595380.1	unplaced-scaffold	1724			scaffold05918
GCF_003704035.1	Primary Assembly	Un			RCWR01152732.1	Chromosome		NW_024595381.1	unplaced-scaffold	1723			scaffold05919
GCF_003704035.1	Primary Assembly	Un			RCWR01152733.1	Chromosome		NW_024595382.1	unplaced-scaffold	1723			scaffold05920
GCF_003704035.1	Primary Assembly	Un			RCWR01152734.1	Chromosome		NW_024595383.1	unplaced-scaffold	1721			scaffold05921
GCF_003704035.1	Primary Assembly	Un			RCWR01152736.1	Chromosome		NW_024595384.1	unplaced-scaffold	1640			scaffold05923
GCF_003704035.1	Primary Assembly	Un			RCWR01152737.1	Chromosome		NW_024595385.1	unplaced-scaffold	1719			scaffold05924
GCF_003704035.1	Primary Assembly	Un			RCWR01152738.1	Chromosome		NW_024595386.1	unplaced-scaffold	1658			scaffold05925
GCF_003704035.1	Primary Assembly	Un			RCWR01152741.1	Chromosome		NW_024595388.1	unplaced-scaffold	1718			scaffold05927
GCF_003704035.1	Primary Assembly	Un			RCWR01152742.1	Chromosome		NW_024595389.1	unplaced-scaffold	1698			scaffold05928
GCF_003704035.1	Primary Assembly	Un			RCWR01152743.1	Chromosome		NW_024595390.1	unplaced-scaffold	1717			scaffold05929
GCF_003704035.1	Primary Assembly	Un			RCWR01152744.1	Chromosome		NW_024595391.1	unplaced-scaffold	1689			scaffold05930
GCF_003704035.1	Primary Assembly	Un			RCWR01152745.1	Chromosome		NW_024595392.1	unplaced-scaffold	1716			scaffold05931
GCF_003704035.1	Primary Assembly	Un			RCWR01152746.1	Chromosome		NW_024595393.1	unplaced-scaffold	1716			scaffold05932
GCF_003704035.1	Primary Assembly	Un			RCWR01152747.1	Chromosome		NW_024595394.1	unplaced-scaffold	1716			scaffold05933
GCF_003704035.1	Primary Assembly	Un			RCWR01152748.1	Chromosome		NW_024595395.1	unplaced-scaffold	1713			scaffold05934
GCF_003704035.1	Primary Assembly	Un			RCWR01152749.1	Chromosome		NW_024595396.1	unplaced-scaffold	1714			scaffold05935
GCF_003704035.1	Primary Assembly	Un			RCWR01152750.1	Chromosome		NW_024595397.1	unplaced-scaffold	1714			scaffold05936
GCF_003704035.1	Primary Assembly	Un			RCWR01152751.1	Chromosome		NW_024595398.1	unplaced-scaffold	1713			scaffold05937
GCF_003704035.1	Primary Assembly	Un			RCWR01152752.1	Chromosome		NW_024595399.1	unplaced-scaffold	1667			scaffold05938
GCF_003704035.1	Primary Assembly	Un			RCWR01152753.1	Chromosome		NW_024595400.1	unplaced-scaffold	1689			scaffold05939
GCF_003704035.1	Primary Assembly	Un			RCWR01152754.1	Chromosome		NW_024595401.1	unplaced-scaffold	1712			scaffold05940
GCF_003704035.1	Primary Assembly	Un			RCWR01152755.1	Chromosome		NW_024595402.1	unplaced-scaffold	1712			scaffold05941
GCF_003704035.1	Primary Assembly	Un			RCWR01152756.1	Chromosome		NW_024595403.1	unplaced-scaffold	1712			scaffold05942
GCF_003704035.1	Primary Assembly	Un			RCWR01152757.1	Chromosome		NW_024595404.1	unplaced-scaffold	1712			scaffold05943
GCF_003704035.1	Primary Assembly	Un			RCWR01152758.1	Chromosome		NW_024595405.1	unplaced-scaffold	1650			scaffold05944
GCF_003704035.1	Primary Assembly	Un			RCWR01152760.1	Chromosome		NW_024595406.1	unplaced-scaffold	1710			scaffold05946
GCF_003704035.1	Primary Assembly	Un			RCWR01152761.1	Chromosome		NW_024595407.1	unplaced-scaffold	1649			scaffold05947
GCF_003704035.1	Primary Assembly	Un			RCWR01152762.1	Chromosome		NW_024595408.1	unplaced-scaffold	1709			scaffold05948
GCF_003704035.1	Primary Assembly	Un			RCWR01152763.1	Chromosome		NW_024595409.1	unplaced-scaffold	1709			scaffold05949
GCF_003704035.1	Primary Assembly	Un			RCWR01152764.1	Chromosome		NW_024595410.1	unplaced-scaffold	1708			scaffold05950
GCF_003704035.1	Primary Assembly	Un			RCWR01152765.1	Chromosome		NW_024595411.1	unplaced-scaffold	1690			scaffold05951
GCF_003704035.1	Primary Assembly	Un			RCWR01152766.1	Chromosome		NW_024595412.1	unplaced-scaffold	1643			scaffold05952
GCF_003704035.1	Primary Assembly	Un			RCWR01152767.1	Chromosome		NW_024595413.1	unplaced-scaffold	1707			scaffold05953
GCF_003704035.1	Primary Assembly	Un			RCWR01152768.1	Chromosome		NW_024595414.1	unplaced-scaffold	1707			scaffold05954
GCF_003704035.1	Primary Assembly	Un			RCWR01152769.1	Chromosome		NW_024595415.1	unplaced-scaffold	1706			scaffold05955
GCF_003704035.1	Primary Assembly	Un			RCWR01152770.1	Chromosome		NW_024595416.1	unplaced-scaffold	1705			scaffold05956
GCF_003704035.1	Primary Assembly	Un			RCWR01152771.1	Chromosome		NW_024595417.1	unplaced-scaffold	1701			scaffold05957
GCF_003704035.1	Primary Assembly	Un			RCWR01152772.1	Chromosome		NW_024595418.1	unplaced-scaffold	1752			scaffold05958
GCF_003704035.1	Primary Assembly	Un			RCWR01152773.1	Chromosome		NW_024595419.1	unplaced-scaffold	1600			scaffold05959
GCF_003704035.1	Primary Assembly	Un			RCWR01152774.1	Chromosome		NW_024595420.1	unplaced-scaffold	1685			scaffold05960
GCF_003704035.1	Primary Assembly	Un			RCWR01152775.1	Chromosome		NW_024595421.1	unplaced-scaffold	1703			scaffold05961
GCF_003704035.1	Primary Assembly	Un			RCWR01152776.1	Chromosome		NW_024595422.1	unplaced-scaffold	1702			scaffold05962
GCF_003704035.1	Primary Assembly	Un			RCWR01152777.1	Chromosome		NW_024595423.1	unplaced-scaffold	1700			scaffold05963
GCF_003704035.1	Primary Assembly	Un			RCWR01152778.1	Chromosome		NW_024595424.1	unplaced-scaffold	1700			scaffold05964
GCF_003704035.1	Primary Assembly	Un			RCWR01152779.1	Chromosome		NW_024595425.1	unplaced-scaffold	1670			scaffold05965
GCF_003704035.1	Primary Assembly	Un			RCWR01152780.1	Chromosome		NW_024595426.1	unplaced-scaffold	1698			scaffold05966
GCF_003704035.1	Primary Assembly	Un			RCWR01152781.1	Chromosome		NW_024595427.1	unplaced-scaffold	1697			scaffold05967
GCF_003704035.1	Primary Assembly	Un			RCWR01152782.1	Chromosome		NW_024595428.1	unplaced-scaffold	1697			scaffold05968
GCF_003704035.1	Primary Assembly	Un			RCWR01152783.1	Chromosome		NW_024595429.1	unplaced-scaffold	1696			scaffold05969
GCF_003704035.1	Primary Assembly	Un			RCWR01152784.1	Chromosome		NW_024595430.1	unplaced-scaffold	1695			scaffold05970
GCF_003704035.1	Primary Assembly	Un			RCWR01152785.1	Chromosome		NW_024595431.1	unplaced-scaffold	1695			scaffold05971
GCF_003704035.1	Primary Assembly	Un			RCWR01152786.1	Chromosome		NW_024595432.1	unplaced-scaffold	1693			scaffold05972
GCF_003704035.1	Primary Assembly	Un			RCWR01152787.1	Chromosome		NW_024595433.1	unplaced-scaffold	1675			scaffold05973
GCF_003704035.1	Primary Assembly	Un			RCWR01152788.1	Chromosome		NW_024595434.1	unplaced-scaffold	1662			scaffold05974
GCF_003704035.1	Primary Assembly	Un			RCWR01152789.1	Chromosome		NW_024595435.1	unplaced-scaffold	1691			scaffold05975
GCF_003704035.1	Primary Assembly	Un			RCWR01152790.1	Chromosome		NW_024595436.1	unplaced-scaffold	1689			scaffold05976
GCF_003704035.1	Primary Assembly	Un			RCWR01152791.1	Chromosome		NW_024595437.1	unplaced-scaffold	1681			scaffold05977
GCF_003704035.1	Primary Assembly	Un			RCWR01152792.1	Chromosome		NW_024595438.1	unplaced-scaffold	1690			scaffold05978
GCF_003704035.1	Primary Assembly	Un			RCWR01152793.1	Chromosome		NW_024595439.1	unplaced-scaffold	1640			scaffold05979
GCF_003704035.1	Primary Assembly	Un			RCWR01152794.1	Chromosome		NW_024595440.1	unplaced-scaffold	1650			scaffold05980
GCF_003704035.1	Primary Assembly	Un			RCWR01152795.1	Chromosome		NW_024595441.1	unplaced-scaffold	1668			scaffold05981
GCF_003704035.1	Primary Assembly	Un			RCWR01152796.1	Chromosome		NW_024595442.1	unplaced-scaffold	1669			scaffold05982
GCF_003704035.1	Primary Assembly	Un			RCWR01152797.1	Chromosome		NW_024595443.1	unplaced-scaffold	1688			scaffold05983
GCF_003704035.1	Primary Assembly	Un			RCWR01152798.1	Chromosome		NW_024595444.1	unplaced-scaffold	1688			scaffold05984
GCF_003704035.1	Primary Assembly	Un			RCWR01152799.1	Chromosome		NW_024595445.1	unplaced-scaffold	1631			scaffold05985
GCF_003704035.1	Primary Assembly	Un			RCWR01152800.1	Chromosome		NW_024595446.1	unplaced-scaffold	1633			scaffold05986
GCF_003704035.1	Primary Assembly	Un			RCWR01152801.1	Chromosome		NW_024595447.1	unplaced-scaffold	1626			scaffold05987
GCF_003704035.1	Primary Assembly	Un			RCWR01152802.1	Chromosome		NW_024595448.1	unplaced-scaffold	1685			scaffold05988
GCF_003704035.1	Primary Assembly	Un			RCWR01152805.1	Chromosome		NW_024595450.1	unplaced-scaffold	1684			scaffold05990
GCF_003704035.1	Primary Assembly	Un			RCWR01152806.1	Chromosome		NW_024595451.1	unplaced-scaffold	1641			scaffold05991
GCF_003704035.1	Primary Assembly	Un			RCWR01152807.1	Chromosome		NW_024595452.1	unplaced-scaffold	1683			scaffold05992
GCF_003704035.1	Primary Assembly	Un			RCWR01152810.1	Chromosome		NW_024595454.1	unplaced-scaffold	1670			scaffold05994
GCF_003704035.1	Primary Assembly	Un			RCWR01152811.1	Chromosome		NW_024595455.1	unplaced-scaffold	1684			scaffold05995
GCF_003704035.1	Primary Assembly	Un			RCWR01152812.1	Chromosome		NW_024595456.1	unplaced-scaffold	1683			scaffold05996
GCF_003704035.1	Primary Assembly	Un			RCWR01152813.1	Chromosome		NW_024595457.1	unplaced-scaffold	1618			scaffold05997
GCF_003704035.1	Primary Assembly	Un			RCWR01152814.1	Chromosome		NW_024595458.1	unplaced-scaffold	1571			scaffold05998
GCF_003704035.1	Primary Assembly	Un			RCWR01152815.1	Chromosome		NW_024595459.1	unplaced-scaffold	1677			scaffold05999
GCF_003704035.1	Primary Assembly	Un			RCWR01152816.1	Chromosome		NW_024595460.1	unplaced-scaffold	1599			scaffold06000
GCF_003704035.1	Primary Assembly	Un			RCWR01152817.1	Chromosome		NW_024595461.1	unplaced-scaffold	1680			scaffold06001
GCF_003704035.1	Primary Assembly	Un			RCWR01152818.1	Chromosome		NW_024595462.1	unplaced-scaffold	1620			scaffold06002
GCF_003704035.1	Primary Assembly	Un			RCWR01152819.1	Chromosome		NW_024595463.1	unplaced-scaffold	1626			scaffold06003
GCF_003704035.1	Primary Assembly	Un			RCWR01152820.1	Chromosome		NW_024595464.1	unplaced-scaffold	1665			scaffold06004
GCF_003704035.1	Primary Assembly	Un			RCWR01152821.1	Chromosome		NW_024595465.1	unplaced-scaffold	1679			scaffold06005
GCF_003704035.1	Primary Assembly	Un			RCWR01152822.1	Chromosome		NW_024595466.1	unplaced-scaffold	1673			scaffold06006
GCF_003704035.1	Primary Assembly	Un			RCWR01152823.1	Chromosome		NW_024595467.1	unplaced-scaffold	1617			scaffold06007
GCF_003704035.1	Primary Assembly	Un			RCWR01152824.1	Chromosome		NW_024595468.1	unplaced-scaffold	1675			scaffold06008
GCF_003704035.1	Primary Assembly	Un			RCWR01152825.1	Chromosome		NW_024595469.1	unplaced-scaffold	1677			scaffold06009
GCF_003704035.1	Primary Assembly	Un			RCWR01152826.1	Chromosome		NW_024595470.1	unplaced-scaffold	1677			scaffold06010
GCF_003704035.1	Primary Assembly	Un			RCWR01152829.1	Chromosome		NW_024595472.1	unplaced-scaffold	1629			scaffold06012
GCF_003704035.1	Primary Assembly	Un			RCWR01152830.1	Chromosome		NW_024595473.1	unplaced-scaffold	1637			scaffold06013
GCF_003704035.1	Primary Assembly	Un			RCWR01152831.1	Chromosome		NW_024595474.1	unplaced-scaffold	1633			scaffold06014
GCF_003704035.1	Primary Assembly	Un			RCWR01152832.1	Chromosome		NW_024595475.1	unplaced-scaffold	1569			scaffold06015
GCF_003704035.1	Primary Assembly	Un			RCWR01152833.1	Chromosome		NW_024595476.1	unplaced-scaffold	1628			scaffold06016
GCF_003704035.1	Primary Assembly	Un			RCWR01152834.1	Chromosome		NW_024595477.1	unplaced-scaffold	1674			scaffold06017
GCF_003704035.1	Primary Assembly	Un			RCWR01152835.1	Chromosome		NW_024595478.1	unplaced-scaffold	1673			scaffold06018
GCF_003704035.1	Primary Assembly	Un			RCWR01152836.1	Chromosome		NW_024595479.1	unplaced-scaffold	1624			scaffold06019
GCF_003704035.1	Primary Assembly	Un			RCWR01152837.1	Chromosome		NW_024595480.1	unplaced-scaffold	1677			scaffold06020
GCF_003704035.1	Primary Assembly	Un			RCWR01152838.1	Chromosome		NW_024595481.1	unplaced-scaffold	1672			scaffold06021
GCF_003704035.1	Primary Assembly	Un			RCWR01152842.1	Chromosome		NW_024595483.1	unplaced-scaffold	1671			scaffold06024
GCF_003704035.1	Primary Assembly	Un			RCWR01152843.1	Chromosome		NW_024595484.1	unplaced-scaffold	1680			scaffold06025
GCF_003704035.1	Primary Assembly	Un			RCWR01152844.1	Chromosome		NW_024595485.1	unplaced-scaffold	1670			scaffold06026
GCF_003704035.1	Primary Assembly	Un			RCWR01152845.1	Chromosome		NW_024595486.1	unplaced-scaffold	1670			scaffold06027
GCF_003704035.1	Primary Assembly	Un			RCWR01152846.1	Chromosome		NW_024595487.1	unplaced-scaffold	1668			scaffold06028
GCF_003704035.1	Primary Assembly	Un			RCWR01152847.1	Chromosome		NW_024595488.1	unplaced-scaffold	1626			scaffold06029
GCF_003704035.1	Primary Assembly	Un			RCWR01152848.1	Chromosome		NW_024595489.1	unplaced-scaffold	1584			scaffold06030
GCF_003704035.1	Primary Assembly	Un			RCWR01152849.1	Chromosome		NW_024595490.1	unplaced-scaffold	1667			scaffold06031
GCF_003704035.1	Primary Assembly	Un			RCWR01152850.1	Chromosome		NW_024595491.1	unplaced-scaffold	1586			scaffold06032
GCF_003704035.1	Primary Assembly	Un			RCWR01152851.1	Chromosome		NW_024595492.1	unplaced-scaffold	1555			scaffold06033
